batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target,crr,rrr,result
Mumbai Indians,Kings XI Punjab,Centurion,70,74,8,120,6.521739130434782,5.675675675675675,1
Mumbai Indians,Kings XI Punjab,Centurion,70,73,8,120,6.382978723404255,5.7534246575342465,1
Mumbai Indians,Kings XI Punjab,Centurion,70,72,8,120,6.25,5.833333333333333,1
Mumbai Indians,Kings XI Punjab,Centurion,64,71,8,120,6.857142857142857,5.408450704225352,1
Mumbai Indians,Kings XI Punjab,Centurion,63,70,8,120,6.84,5.4,1
Mumbai Indians,Kings XI Punjab,Centurion,62,69,8,120,6.823529411764706,5.391304347826087,1
Mumbai Indians,Kings XI Punjab,Centurion,60,68,8,120,6.923076923076923,5.294117647058823,1
Mumbai Indians,Kings XI Punjab,Centurion,60,67,8,120,6.7924528301886795,5.373134328358209,1
Mumbai Indians,Kings XI Punjab,Centurion,58,66,8,120,6.888888888888889,5.2727272727272725,1
Mumbai Indians,Kings XI Punjab,Centurion,56,65,8,120,6.9818181818181815,5.1692307692307695,1
Mumbai Indians,Kings XI Punjab,Centurion,56,64,8,120,6.857142857142857,5.25,1
Mumbai Indians,Kings XI Punjab,Centurion,55,63,8,120,6.842105263157895,5.238095238095238,1
Mumbai Indians,Kings XI Punjab,Centurion,51,62,8,120,7.137931034482759,4.935483870967742,1
Mumbai Indians,Kings XI Punjab,Centurion,50,61,8,120,7.11864406779661,4.918032786885246,1
Mumbai Indians,Kings XI Punjab,Centurion,46,60,8,120,7.4,4.6,1
Mumbai Indians,Kings XI Punjab,Centurion,45,59,8,120,7.377049180327869,4.576271186440678,1
Mumbai Indians,Kings XI Punjab,Centurion,45,58,8,120,7.258064516129032,4.655172413793103,1
Mumbai Indians,Kings XI Punjab,Centurion,44,57,8,120,7.238095238095238,4.631578947368421,1
Mumbai Indians,Kings XI Punjab,Centurion,40,56,8,120,7.5,4.285714285714286,1
Mumbai Indians,Kings XI Punjab,Centurion,39,55,8,120,7.476923076923077,4.254545454545455,1
Mumbai Indians,Kings XI Punjab,Centurion,38,54,8,120,7.454545454545454,4.222222222222222,1
Mumbai Indians,Kings XI Punjab,Centurion,34,53,8,120,7.701492537313433,3.849056603773585,1
Mumbai Indians,Kings XI Punjab,Centurion,34,52,8,120,7.588235294117647,3.923076923076923,1
Mumbai Indians,Kings XI Punjab,Centurion,33,53,8,120,7.791044776119403,3.7358490566037736,1
Mumbai Indians,Kings XI Punjab,Centurion,31,52,8,120,7.852941176470588,3.576923076923077,1
Mumbai Indians,Kings XI Punjab,Centurion,31,51,8,120,7.739130434782608,3.6470588235294117,1
Mumbai Indians,Kings XI Punjab,Centurion,30,50,8,120,7.714285714285714,3.6,1
Mumbai Indians,Kings XI Punjab,Centurion,27,49,8,120,7.859154929577465,3.306122448979592,1
Mumbai Indians,Kings XI Punjab,Centurion,27,48,8,120,7.75,3.375,1
Mumbai Indians,Kings XI Punjab,Centurion,21,47,8,120,8.136986301369863,2.6808510638297873,1
Mumbai Indians,Kings XI Punjab,Centurion,20,46,8,120,8.108108108108109,2.608695652173913,1
Mumbai Indians,Kings XI Punjab,Centurion,20,45,8,120,8.0,2.6666666666666665,1
Mumbai Indians,Kings XI Punjab,Centurion,20,44,8,120,7.894736842105263,2.727272727272727,1
Mumbai Indians,Kings XI Punjab,Centurion,20,43,8,120,7.792207792207792,2.7906976744186047,1
Mumbai Indians,Kings XI Punjab,Centurion,20,42,8,120,7.6923076923076925,2.857142857142857,1
Mumbai Indians,Kings XI Punjab,Centurion,20,41,8,120,7.594936708860759,2.926829268292683,1
Mumbai Indians,Kings XI Punjab,Centurion,20,40,8,120,7.5,3.0,1
Mumbai Indians,Kings XI Punjab,Centurion,16,39,8,120,7.703703703703703,2.4615384615384617,1
Mumbai Indians,Kings XI Punjab,Centurion,12,38,8,120,7.902439024390244,1.894736842105263,1
Mumbai Indians,Kings XI Punjab,Centurion,11,37,8,120,7.879518072289157,1.7837837837837838,1
Mumbai Indians,Kings XI Punjab,Centurion,11,36,8,120,7.785714285714286,1.8333333333333333,1
Mumbai Indians,Kings XI Punjab,Centurion,11,35,8,120,7.694117647058824,1.8857142857142857,1
Mumbai Indians,Kings XI Punjab,Centurion,10,34,8,120,7.674418604651163,1.7647058823529411,1
Mumbai Indians,Kings XI Punjab,Centurion,9,33,8,120,7.655172413793103,1.6363636363636365,1
Mumbai Indians,Kings XI Punjab,Centurion,9,32,8,120,7.568181818181818,1.6875,1
Mumbai Indians,Kings XI Punjab,Centurion,8,31,8,120,7.550561797752809,1.5483870967741935,1
Mumbai Indians,Kings XI Punjab,Centurion,7,30,8,120,7.533333333333333,1.4,1
Mumbai Indians,Kings XI Punjab,Centurion,7,29,8,120,7.450549450549451,1.4482758620689655,1
Mumbai Indians,Kings XI Punjab,Centurion,7,28,8,120,7.369565217391305,1.5,1
Mumbai Indians,Kings XI Punjab,Centurion,6,27,8,120,7.354838709677419,1.3333333333333333,1
Mumbai Indians,Kings XI Punjab,Centurion,6,26,8,120,7.276595744680851,1.3846153846153846,1
Mumbai Indians,Kings XI Punjab,Centurion,6,25,8,120,7.2,1.44,1
Mumbai Indians,Kings XI Punjab,Centurion,5,24,8,120,7.1875,1.25,1
Mumbai Indians,Kings XI Punjab,Centurion,4,23,8,120,7.175257731958763,1.0434782608695652,1
Mumbai Indians,Kings XI Punjab,Centurion,3,22,8,120,7.163265306122449,0.8181818181818182,1
Mumbai Indians,Kings XI Punjab,Centurion,2,23,8,120,7.298969072164948,0.5217391304347826,1
Mumbai Indians,Kings XI Punjab,Centurion,-2,22,8,120,7.469387755102041,-0.5454545454545454,1
Deccan Chargers,Delhi Daredevils,Durban,173,119,10,174,6.0,8.722689075630251,0
Deccan Chargers,Delhi Daredevils,Durban,169,118,10,174,15.0,8.59322033898305,0
Deccan Chargers,Delhi Daredevils,Durban,165,117,10,174,18.0,8.461538461538462,0
Deccan Chargers,Delhi Daredevils,Durban,164,116,10,174,15.0,8.482758620689655,0
Deccan Chargers,Delhi Daredevils,Durban,160,115,10,174,16.8,8.347826086956522,0
Deccan Chargers,Delhi Daredevils,Durban,156,114,10,174,18.0,8.210526315789474,0
Deccan Chargers,Delhi Daredevils,Durban,156,113,10,174,15.428571428571429,8.283185840707965,0
Deccan Chargers,Delhi Daredevils,Durban,155,112,10,174,14.25,8.303571428571429,0
Deccan Chargers,Delhi Daredevils,Durban,151,111,10,174,15.333333333333334,8.162162162162161,0
Deccan Chargers,Delhi Daredevils,Durban,151,110,10,174,13.8,8.236363636363636,0
Deccan Chargers,Delhi Daredevils,Durban,145,109,10,174,15.818181818181818,7.981651376146789,0
Deccan Chargers,Delhi Daredevils,Durban,144,108,10,174,15.0,8.0,0
Deccan Chargers,Delhi Daredevils,Durban,144,107,10,174,13.846153846153847,8.074766355140186,0
Deccan Chargers,Delhi Daredevils,Durban,144,107,10,174,13.846153846153847,8.074766355140186,0
Deccan Chargers,Delhi Daredevils,Durban,144,106,10,174,12.857142857142858,8.150943396226415,0
Deccan Chargers,Delhi Daredevils,Durban,143,105,10,174,12.4,8.17142857142857,0
Deccan Chargers,Delhi Daredevils,Durban,142,104,10,174,12.0,8.192307692307692,0
Deccan Chargers,Delhi Daredevils,Durban,141,103,10,174,11.647058823529411,8.21359223300971,0
Deccan Chargers,Delhi Daredevils,Durban,141,102,9,174,11.0,8.294117647058824,0
Deccan Chargers,Delhi Daredevils,Durban,141,101,9,174,10.421052631578947,8.376237623762377,0
Deccan Chargers,Delhi Daredevils,Durban,141,101,9,174,10.421052631578947,8.376237623762377,0
Deccan Chargers,Delhi Daredevils,Durban,140,100,9,174,10.2,8.4,0
Deccan Chargers,Delhi Daredevils,Durban,139,99,9,174,10.0,8.424242424242424,0
Deccan Chargers,Delhi Daredevils,Durban,139,98,9,174,9.545454545454545,8.510204081632653,0
Deccan Chargers,Delhi Daredevils,Durban,135,97,9,174,10.173913043478262,8.350515463917526,0
Deccan Chargers,Delhi Daredevils,Durban,134,96,9,174,10.0,8.375,0
Deccan Chargers,Delhi Daredevils,Durban,134,95,9,174,9.6,8.463157894736842,0
Deccan Chargers,Delhi Daredevils,Durban,134,94,8,174,9.23076923076923,8.553191489361701,0
Deccan Chargers,Delhi Daredevils,Durban,134,93,8,174,8.88888888888889,8.64516129032258,0
Deccan Chargers,Delhi Daredevils,Durban,134,92,8,174,8.571428571428571,8.73913043478261,0
Deccan Chargers,Delhi Daredevils,Durban,134,91,8,174,8.275862068965518,8.835164835164836,0
Deccan Chargers,Delhi Daredevils,Durban,134,90,8,174,8.0,8.933333333333334,0
Deccan Chargers,Delhi Daredevils,Durban,128,89,8,174,8.903225806451612,8.629213483146067,0
Deccan Chargers,Delhi Daredevils,Durban,127,88,8,174,8.8125,8.659090909090908,0
Deccan Chargers,Delhi Daredevils,Durban,127,87,8,174,8.545454545454545,8.758620689655173,0
Deccan Chargers,Delhi Daredevils,Durban,126,86,8,174,8.470588235294118,8.790697674418604,0
Deccan Chargers,Delhi Daredevils,Durban,125,85,8,174,8.4,8.823529411764707,0
Deccan Chargers,Delhi Daredevils,Durban,124,84,8,174,8.333333333333334,8.857142857142858,0
Deccan Chargers,Delhi Daredevils,Durban,124,83,8,174,8.108108108108109,8.963855421686747,0
Deccan Chargers,Delhi Daredevils,Durban,123,83,8,174,8.27027027027027,8.891566265060241,0
Deccan Chargers,Delhi Daredevils,Durban,122,82,8,174,8.210526315789474,8.926829268292684,0
Deccan Chargers,Delhi Daredevils,Durban,121,81,8,174,8.153846153846153,8.962962962962964,0
Deccan Chargers,Delhi Daredevils,Durban,120,80,8,174,8.1,9.0,0
Deccan Chargers,Delhi Daredevils,Durban,119,79,8,174,8.048780487804878,9.037974683544304,0
Deccan Chargers,Delhi Daredevils,Durban,119,78,8,174,7.857142857142857,9.153846153846153,0
Deccan Chargers,Delhi Daredevils,Durban,118,77,8,174,7.813953488372093,9.194805194805195,0
Deccan Chargers,Delhi Daredevils,Durban,117,76,8,174,7.7727272727272725,9.236842105263158,0
Deccan Chargers,Delhi Daredevils,Durban,116,75,8,174,7.733333333333333,9.28,0
Deccan Chargers,Delhi Daredevils,Durban,115,74,8,174,7.695652173913044,9.324324324324325,0
Deccan Chargers,Delhi Daredevils,Durban,109,73,8,174,8.297872340425531,8.95890410958904,0
Deccan Chargers,Delhi Daredevils,Durban,108,72,8,174,8.25,9.0,0
Deccan Chargers,Delhi Daredevils,Durban,107,71,8,174,8.204081632653061,9.04225352112676,0
Deccan Chargers,Delhi Daredevils,Durban,106,70,8,174,8.16,9.085714285714285,0
Deccan Chargers,Delhi Daredevils,Durban,100,69,8,174,8.705882352941176,8.695652173913043,0
Deccan Chargers,Delhi Daredevils,Durban,94,68,8,174,9.23076923076923,8.294117647058824,0
Deccan Chargers,Delhi Daredevils,Durban,94,67,8,174,9.056603773584905,8.417910447761194,0
Deccan Chargers,Delhi Daredevils,Durban,94,66,8,174,8.88888888888889,8.545454545454545,0
Deccan Chargers,Delhi Daredevils,Durban,94,65,8,174,8.727272727272727,8.676923076923076,0
Deccan Chargers,Delhi Daredevils,Durban,93,64,8,174,8.678571428571429,8.71875,0
Deccan Chargers,Delhi Daredevils,Durban,92,63,8,174,8.631578947368421,8.761904761904763,0
Deccan Chargers,Delhi Daredevils,Durban,91,62,8,174,8.586206896551724,8.806451612903226,0
Deccan Chargers,Delhi Daredevils,Durban,91,61,8,174,8.440677966101696,8.950819672131148,0
Deccan Chargers,Delhi Daredevils,Durban,91,60,8,174,8.3,9.1,0
Deccan Chargers,Delhi Daredevils,Durban,90,59,8,174,8.262295081967213,9.152542372881356,0
Deccan Chargers,Delhi Daredevils,Durban,89,58,8,174,8.225806451612904,9.206896551724139,0
Deccan Chargers,Delhi Daredevils,Durban,89,57,8,174,8.095238095238095,9.368421052631579,0
Deccan Chargers,Delhi Daredevils,Durban,88,56,8,174,8.0625,9.428571428571429,0
Deccan Chargers,Delhi Daredevils,Durban,88,55,7,174,7.938461538461539,9.6,0
Deccan Chargers,Delhi Daredevils,Durban,87,54,7,174,7.909090909090909,9.666666666666666,0
Deccan Chargers,Delhi Daredevils,Durban,86,53,7,174,7.880597014925373,9.735849056603774,0
Deccan Chargers,Delhi Daredevils,Durban,85,52,7,174,7.852941176470588,9.807692307692308,0
Deccan Chargers,Delhi Daredevils,Durban,79,51,7,174,8.26086956521739,9.294117647058824,0
Deccan Chargers,Delhi Daredevils,Durban,77,50,7,174,8.314285714285715,9.24,0
Deccan Chargers,Delhi Daredevils,Durban,75,49,7,174,8.366197183098592,9.183673469387756,0
Deccan Chargers,Delhi Daredevils,Durban,75,48,7,174,8.25,9.375,0
Deccan Chargers,Delhi Daredevils,Durban,74,47,7,174,8.219178082191782,9.446808510638299,0
Deccan Chargers,Delhi Daredevils,Durban,70,46,7,174,8.432432432432432,9.130434782608695,0
Deccan Chargers,Delhi Daredevils,Durban,70,45,7,174,8.32,9.333333333333334,0
Deccan Chargers,Delhi Daredevils,Durban,69,44,7,174,8.289473684210526,9.409090909090908,0
Deccan Chargers,Delhi Daredevils,Durban,68,43,7,174,8.25974025974026,9.488372093023257,0
Deccan Chargers,Delhi Daredevils,Durban,68,42,7,174,8.153846153846153,9.714285714285714,0
Deccan Chargers,Delhi Daredevils,Durban,67,41,7,174,8.126582278481013,9.804878048780488,0
Deccan Chargers,Delhi Daredevils,Durban,63,40,7,174,8.325,9.45,0
Deccan Chargers,Delhi Daredevils,Durban,57,41,7,174,8.886075949367088,8.341463414634147,0
Deccan Chargers,Delhi Daredevils,Durban,55,40,7,174,8.925,8.25,0
Deccan Chargers,Delhi Daredevils,Durban,53,39,7,174,8.962962962962964,8.153846153846153,0
Deccan Chargers,Delhi Daredevils,Durban,53,38,7,174,8.853658536585366,8.368421052631579,0
Deccan Chargers,Delhi Daredevils,Durban,51,37,7,174,8.891566265060241,8.27027027027027,0
Deccan Chargers,Delhi Daredevils,Durban,50,36,7,174,8.857142857142858,8.333333333333334,0
Deccan Chargers,Delhi Daredevils,Durban,46,35,7,174,9.035294117647059,7.885714285714286,0
Deccan Chargers,Delhi Daredevils,Durban,42,34,7,174,9.209302325581396,7.411764705882353,0
Deccan Chargers,Delhi Daredevils,Durban,41,33,7,174,9.172413793103448,7.454545454545454,0
Deccan Chargers,Delhi Daredevils,Durban,41,32,7,174,9.068181818181818,7.6875,0
Deccan Chargers,Delhi Daredevils,Durban,41,31,7,174,8.96629213483146,7.935483870967742,0
Deccan Chargers,Delhi Daredevils,Durban,40,30,7,174,8.933333333333334,8.0,0
Deccan Chargers,Delhi Daredevils,Durban,40,29,7,174,8.835164835164836,8.275862068965518,0
Deccan Chargers,Delhi Daredevils,Durban,36,28,7,174,9.0,7.714285714285714,0
Deccan Chargers,Delhi Daredevils,Durban,32,27,7,174,9.161290322580646,7.111111111111111,0
Deccan Chargers,Delhi Daredevils,Durban,32,26,7,174,9.063829787234043,7.384615384615385,0
Deccan Chargers,Delhi Daredevils,Durban,30,25,7,174,9.094736842105263,7.2,0
Deccan Chargers,Delhi Daredevils,Durban,29,24,7,174,9.0625,7.25,0
Deccan Chargers,Delhi Daredevils,Durban,28,23,7,174,9.030927835051546,7.304347826086956,0
Deccan Chargers,Delhi Daredevils,Durban,26,22,7,174,9.061224489795919,7.090909090909091,0
Deccan Chargers,Delhi Daredevils,Durban,26,21,7,174,8.969696969696969,7.428571428571429,0
Deccan Chargers,Delhi Daredevils,Durban,25,20,7,174,8.94,7.5,0
Deccan Chargers,Delhi Daredevils,Durban,25,19,7,174,8.851485148514852,7.894736842105263,0
Deccan Chargers,Delhi Daredevils,Durban,25,18,6,174,8.764705882352942,8.333333333333334,0
Deccan Chargers,Delhi Daredevils,Durban,24,17,6,174,8.737864077669903,8.470588235294118,0
Deccan Chargers,Delhi Daredevils,Durban,24,16,5,174,8.653846153846153,9.0,0
Deccan Chargers,Delhi Daredevils,Durban,23,15,5,174,8.628571428571428,9.2,0
Deccan Chargers,Delhi Daredevils,Durban,23,14,4,174,8.547169811320755,9.857142857142858,0
Deccan Chargers,Delhi Daredevils,Durban,22,13,4,174,8.523364485981308,10.153846153846153,0
Deccan Chargers,Delhi Daredevils,Durban,22,12,4,174,8.444444444444445,11.0,0
Deccan Chargers,Delhi Daredevils,Durban,20,11,4,174,8.477064220183486,10.909090909090908,0
Deccan Chargers,Delhi Daredevils,Durban,19,10,4,174,8.454545454545455,11.4,0
Deccan Chargers,Delhi Daredevils,Durban,19,9,3,174,8.378378378378379,12.666666666666666,0
Deccan Chargers,Delhi Daredevils,Durban,19,8,2,174,8.303571428571429,14.25,0
Deccan Chargers,Delhi Daredevils,Durban,15,7,2,174,8.442477876106194,12.857142857142858,0
Deccan Chargers,Delhi Daredevils,Durban,14,6,2,174,8.421052631578947,14.0,0
Deccan Chargers,Delhi Daredevils,Durban,13,5,2,174,8.4,15.6,0
Deccan Chargers,Delhi Daredevils,Durban,13,4,2,174,8.327586206896552,19.5,0
Deccan Chargers,Delhi Daredevils,Durban,13,3,1,174,8.256410256410257,26.0,0
Deccan Chargers,Delhi Daredevils,Durban,13,2,0,174,8.186440677966102,39.0,0
Royal Challengers Bangalore,Chennai Super Kings,Durban,129,119,10,130,6.0,6.504201680672269,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,128,118,10,130,6.0,6.508474576271187,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,128,117,9,130,4.0,6.564102564102564,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,128,116,9,130,3.0,6.620689655172414,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,124,115,9,130,7.2,6.469565217391304,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,124,114,9,130,6.0,6.526315789473684,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,124,113,9,130,5.142857142857143,6.584070796460177,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,123,113,9,130,6.0,6.530973451327434,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,122,112,9,130,6.0,6.535714285714286,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,122,111,9,130,5.333333333333333,6.594594594594595,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,118,110,9,130,7.2,6.4363636363636365,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,118,109,8,130,6.545454545454546,6.495412844036697,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,117,108,8,130,6.5,6.5,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,113,107,8,130,7.846153846153846,6.336448598130841,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,113,107,8,130,7.846153846153846,6.336448598130841,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,113,106,8,130,7.285714285714286,6.39622641509434,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,113,105,8,130,6.8,6.457142857142857,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,113,104,8,130,6.375,6.519230769230769,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,113,103,8,130,6.0,6.58252427184466,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,112,102,8,130,6.0,6.588235294117647,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,108,101,8,130,6.947368421052632,6.415841584158416,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,108,100,8,130,6.6,6.48,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,108,99,8,130,6.285714285714286,6.545454545454546,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,104,98,8,130,7.090909090909091,6.36734693877551,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,102,97,8,130,7.304347826086956,6.309278350515464,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,101,96,8,130,7.25,6.3125,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,101,95,8,130,6.96,6.378947368421053,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,101,94,8,130,6.6923076923076925,6.446808510638298,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,100,93,8,130,6.666666666666667,6.451612903225806,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,100,92,7,130,6.428571428571429,6.521739130434782,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,100,91,7,130,6.206896551724138,6.593406593406593,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,100,90,7,130,6.0,6.666666666666667,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,100,89,7,130,5.806451612903226,6.741573033707865,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,99,88,7,130,5.8125,6.75,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,98,87,7,130,5.818181818181818,6.758620689655173,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,98,86,7,130,5.647058823529412,6.837209302325581,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,97,85,7,130,5.6571428571428575,6.847058823529411,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,97,84,7,130,5.5,6.928571428571429,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,95,83,7,130,5.675675675675675,6.867469879518072,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,94,82,7,130,5.684210526315789,6.878048780487805,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,94,81,7,130,5.538461538461538,6.962962962962963,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,94,80,7,130,5.4,7.05,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,93,79,7,130,5.414634146341464,7.063291139240507,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,92,78,7,130,5.428571428571429,7.076923076923077,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,92,77,7,130,5.3023255813953485,7.1688311688311686,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,91,76,7,130,5.318181818181818,7.184210526315789,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,90,75,7,130,5.333333333333333,7.2,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,89,74,7,130,5.3478260869565215,7.216216216216216,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,85,73,7,130,5.74468085106383,6.986301369863014,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,84,72,7,130,5.75,7.0,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,84,71,7,130,5.63265306122449,7.098591549295775,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,83,70,7,130,5.64,7.114285714285714,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,82,69,7,130,5.647058823529412,7.130434782608695,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,78,68,7,130,6.0,6.882352941176471,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,78,67,7,130,5.886792452830188,6.985074626865671,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,78,66,7,130,5.777777777777778,7.090909090909091,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,76,65,7,130,5.890909090909091,7.015384615384615,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,75,64,7,130,5.892857142857143,7.03125,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,75,63,7,130,5.7894736842105265,7.142857142857143,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,74,62,7,130,5.793103448275862,7.161290322580645,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,73,61,7,130,5.796610169491525,7.180327868852459,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,73,60,7,130,5.7,7.3,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,72,59,7,130,5.704918032786885,7.322033898305085,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,68,58,7,130,6.0,7.0344827586206895,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,67,57,7,130,6.0,7.052631578947368,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,67,56,7,130,5.90625,7.178571428571429,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,67,55,7,130,5.815384615384615,7.3090909090909095,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,67,54,7,130,5.7272727272727275,7.444444444444445,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,66,53,7,130,5.731343283582089,7.471698113207547,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,65,52,7,130,5.735294117647059,7.5,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,65,51,7,130,5.6521739130434785,7.647058823529412,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,65,50,7,130,5.571428571428571,7.8,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,65,49,7,130,5.492957746478873,7.959183673469388,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,64,48,7,130,5.5,8.0,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,64,47,7,130,5.424657534246576,8.170212765957446,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,60,46,7,130,5.675675675675675,7.826086956521739,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,60,45,7,130,5.6,8.0,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,60,44,7,130,5.526315789473684,8.181818181818182,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,60,43,7,130,5.454545454545454,8.372093023255815,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,54,42,7,130,5.846153846153846,7.714285714285714,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,54,41,7,130,5.772151898734177,7.902439024390244,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,53,40,7,130,5.775,7.95,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,53,39,7,130,5.703703703703703,8.153846153846153,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,47,38,7,130,6.073170731707317,7.421052631578948,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,46,37,7,130,6.072289156626506,7.45945945945946,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,45,36,7,130,6.071428571428571,7.5,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,44,35,7,130,6.070588235294117,7.542857142857143,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,44,34,6,130,6.0,7.764705882352941,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,44,33,6,130,5.931034482758621,8.0,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,44,32,6,130,5.863636363636363,8.25,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,40,31,6,130,6.067415730337078,7.741935483870968,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,39,30,6,130,6.066666666666666,7.8,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,39,29,5,130,6.0,8.068965517241379,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,39,28,5,130,5.934782608695652,8.357142857142858,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,38,27,5,130,5.935483870967742,8.444444444444445,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,37,26,5,130,5.9361702127659575,8.538461538461538,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,37,25,5,130,5.873684210526315,8.88,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,37,24,5,130,5.8125,9.25,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,36,23,5,130,5.814432989690721,9.391304347826088,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,35,22,5,130,5.816326530612245,9.545454545454545,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,34,21,5,130,5.818181818181818,9.714285714285714,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,28,20,5,130,6.12,8.4,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,27,19,5,130,6.118811881188119,8.526315789473685,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,26,18,4,130,6.117647058823529,8.666666666666666,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,26,17,4,130,6.058252427184466,9.176470588235293,1
